,0,0
0,0.887513,1.46108
1,1.21116,1.96113
2,0.874898,1.69778
3,0.81159,1.31686
4,1.08477,1.55044
5,1.06439,1.51253
6,1.16194,2.45112
7,1.20741,2.75003
8,0.870257,2.03998
9,1.09878,2.82798
10,1.13203,2.90128
11,1.20352,2.94699
12,1.13879,2.46494
13,1.1916,2.92499
14,1.12336,2.28656
15,1.24474,2.63117
16,1.11631,2.85603
17,1.31143,2.25064
18,0.993895,2.10374
19,1.09307,2.62017
20,0.926752,2.3482
21,1.29761,2.49795
22,1.04322,2.1392
23,1.30732,2.08732
24,1.04628,2.15474
25,1.17313,2.38718
26,1.1679,2.2895
27,1.21278,2.24018
28,1.60366,2.90788
29,1.30162,3.18841
30,1.42712,3.43521
31,1.27631,3.86073
32,1.36032,3.29054
33,1.45436,3.51719
34,1.509,3.85276
35,1.5109,3.89779
36,1.65531,3.88401
37,1.1968,3.17238
38,1.52883,3.42953
39,1.35019,3.41863
40,1.471,3.47778
41,1.21323,3.50797
42,1.40573,3.43667
43,1.53023,3.48476
44,1.6869,3.53608
45,1.31739,3.39429
46,1.34829,3.56894
47,1.75388,3.71852
48,1.42466,3.44736
49,1.06223,3.73103
50,1.74344,3.11458
51,1.15935,3.17564
52,1.82868,3.79144
53,1.87143,3.68546
54,1.74356,3.9552
55,2.10295,3.9044
56,1.0256,4.08304
57,1.19352,4.38048
58,1.04907,4.49477
59,2.16055,4.69895
60,1.1614,4.52188
61,1.65664,4.23889
62,0.965865,4.17071
63,1.13516,4.97132
64,1.85652,4.55054
65,1.2561,4.87658
66,1.19642,4.64711
67,1.83674,4.00541
68,1.89663,4.35479
69,1.79079,4.12895
70,1.37307,4.78724
71,1.28063,4.26901
72,1.82739,4.07423
73,1.40046,4.43514
74,1.76539,4.37531
75,1.81286,4.2514
76,1.75073,4.17969
77,1.64378,4.13977
78,1.33403,6.71371
79,1.09055,6.32204
80,1.63675,6.59
81,1.91233,6.9824
82,1.84014,6.78913
83,1.9889,6.6652
84,1.38423,6.9399
85,2.09524,6.5139
86,1.8243,6.72585
87,1.22168,6.19824
88,1.41059,6.69367
89,1.73367,6.95547
90,1.15591,6.16816
91,1.79465,6.98098
92,1.87869,6.40333
93,1.797,6.73325
94,2.53021,6.55483
95,2.31127,6.49095
96,1.73658,6.89399
97,1.64017,6.98987
98,1.83638,6.88433
99,1.64636,6.90925
100,1.68237,6.96249
101,1.89421,6.87543
102,1.41217,6.91434
103,0.814326,6.76483
104,1.02664,7.12245
105,0.891226,7.81877
106,0.9403,7.04732
107,1.08805,7.27168
108,1.09435,7.26237
109,1.16215,7.83844
110,1.56414,7.91625
111,1.08778,7.4862
112,1.85745,7.05481
113,1.65414,7.42153
114,1.72149,7.88164
115,0.786045,7.12383
116,1.89239,7.08332
117,1.79864,7.51015
118,1.38283,7.0235
119,1.83544,7.75353
120,1.86734,7.38491
121,2.06781,7.79293
122,2.02033,7.72176
123,1.05005,7.06733
124,2.9387,7.11401
125,1.70751,7.38001
126,0.25596,7.5663
127,2.32883,7.31676
128,2.67284,7.47393
129,2.19155,7.25057
130,1.56408,7.36714
131,1.7588,7.48472
132,1.67884,7.32083
133,1.71527,7.18107
134,1.70298,7.36301
135,1.64987,7.57178
136,1.63589,7.47815
137,1.57602,7.06485
138,1.3593,7.91725
139,1.59191,7.32335
140,1.77248,7.16732
141,1.65517,7.43514
142,1.76004,7.66809
143,1.45018,7.83806
144,3.15802,8.93311
145,1.61849,8.08176
146,1.68016,8.11027
147,0.864906,8.52497
148,0.916392,8.01354
149,1.9353,8.2825
150,0.960169,8.29591
151,1.41252,8.08086
152,3.01151,8.2049
153,2.29974,8.59069
